24/04/27,16:00:41,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155241329,234,NR5G_BAND78,631392,,,-920,-110,,145,49.2238655,N,16.583574,E,270424.0,140042.0,260.5,-0.0,
24/04/27,16:00:44,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155241329,234,NR5G_BAND78,631392,,,-880,-110,,280,49.2236837,N,16.5837048,E,270424.0,140045.0,260.3,-0.1,
24/04/27,16:00:47,T-Mobile CZ,30.99,NR5G_NSA,Online,230-01,0x6050,155241329,234,NR5G_BAND78,631392,,,-890,-110,,200,49.2235019,N,16.5838356,E,270424.0,140048.0,260.1,-0.1,
24/04/27,16:00:50,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155241329,234,NR5G_BAND78,631392,,,-880,-110,,210,49.223411,N,16.583901,E,270424.0,140051.0,260.0,-0.0,
24/04/27,16:01:27,T-Mobile CZ,27.99,NR5G_NSA,Online,230-01,0x6050,155213167,234,NR5G_BAND78,631392,,,-760,-100,,305,49.222942,,16.584229875000002,,,,259.125,,
24/04/27,16:01:33,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213167,234,NR5G_BAND78,631392,,,-780,-110,,290,49.222473,,16.58455875,,,,258.25,,
24/04/27,16:01:39,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213167,234,NR5G_BAND78,631392,,,-750,-110,,295,49.222004,,16.584887625,,,,257.375,,
24/04/27,16:01:45,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213167,234,NR5G_BAND78,631392,,,-750,-110,,315,49.221535,,16.5852165,,,,256.5,,
24/04/27,16:02:23,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213167,234,NR5G_BAND78,631392,,,-730,-100,,305,49.221066,,16.585545375,,,,255.625,,
24/04/27,16:02:35,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213167,234,NR5G_BAND78,631392,,,-720,-120,,295,49.2203625,,16.5860386875,,,,254.3125,,
24/04/27,16:02:41,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213167,234,NR5G_BAND78,631392,,,-750,-120,,315,49.2198935,,16.586367562499998,,,,253.4375,,
24/04/27,16:02:46,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213167,235,NR5G_BAND78,631392,,,-780,-120,,295,49.219659,,16.586532,,,,253.0,,
24/04/27,16:02:52,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213168,235,NR5G_BAND78,631392,,,-630,-110,,310,49.219287,,16.586784666666667,,,,251.66666666666663,,
24/04/27,16:02:58,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213168,235,NR5G_BAND78,631392,,,-690,-110,,320,49.219101,,16.586911,,,,251.0,,
24/04/27,16:03:04,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213168,235,NR5G_BAND78,631392,,,-700,-110,,280,49.218718333333335,,16.587146999999998,,,,249.66666666666663,,
24/04/27,16:03:10,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213168,235,NR5G_BAND78,631392,,,-660,-110,,320,49.218527,,16.587265,,,,249.0,,
24/04/27,16:03:16,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213168,235,NR5G_BAND78,631392,,,-750,-110,,315,49.21854480246914,,16.587392703703703,,,,248.7283950617284,,
24/04/27,16:03:22,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213168,235,NR5G_BAND78,631392,,,-700,-110,,270,49.21856260493827,,16.587520407407407,,,,248.4567901234568,,
