24/04/03,16:36:28,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155241229,234,NR5G_BAND78,631392,,,-900,-120,,-200,49.223491,,16.583835,,,,265.0,,
24/04/03,16:36:36,T-Mobile CZ,27.99,NR5G_NSA,Online,230-01,0x6050,155213067,234,NR5G_BAND78,631392,,,-860,-110,,100,49.22268,,16.584418,,,,259.0,,
24/04/03,16:36:39,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213067,234,NR5G_BAND78,631392,,,-880,-110,,170,49.222460857142856,,16.584564571428572,,,,257.85714285714283,,
24/04/03,16:36:42,T-Mobile CZ,30.99,NR5G_NSA,Online,230-01,0x6050,155213067,234,NR5G_BAND78,631392,,,-840,-110,,285,49.22224171428572,,16.58471114285714,,,,256.7142857142857,,
24/04/03,16:36:45,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213067,234,NR5G_BAND78,631392,,,-850,-110,,280,49.222022571428575,,16.584857714285715,,,,255.57142857142856,,
24/04/03,18:04:36,T-Mobile CZ,23.99,NR5G_NSA,Online,230-01,0x6050,154898189,234,NR5G_BAND78,631392,,,-1150,-170,,-65,49.221902,,16.586504666666666,,,,252.0,,
24/04/03,18:05:16,T-Mobile CZ,26.99,NR5G_NSA,Online,230-01,0x6050,155213067,234,NR5G_BAND78,631392,,,-890,-120,,185,49.221618,,16.58545,,,,254.0,,
24/04/03,18:05:19,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213067,234,NR5G_BAND78,631392,,,-890,-120,,205,49.221525,,16.585169,,,,256.0,,
24/04/03,18:05:21,T-Mobile CZ,29.99,NR5G_NSA,Online,230-01,0x6050,155213067,65535,NR5G_BAND78,631392,,,-870,-110,,235,49.2214546,,16.584957,,,,258.0,,
24/04/03,18:05:24,T-Mobile CZ,29.99,NR5G_NSA,Online,230-01,0x6050,155213067,234,NR5G_BAND78,631392,,,-900,-110,,135,49.2213842,,16.584744999999998,,,,260.0,,
24/04/03,18:05:27,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213067,234,NR5G_BAND78,631392,,,-820,-110,,200,49.221349,,16.584639,,,,261.0,,
24/04/03,18:05:30,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213067,234,NR5G_BAND78,631392,,,-800,-110,,250,49.221349349344976,,16.584639489082967,,,,260.95633187772927,,
24/04/03,18:05:33,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213067,234,NR5G_BAND78,631392,,,-830,-110,,195,49.22134969868996,,16.58463997816594,,,,260.91266375545854,,
24/04/03,18:05:36,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213067,234,NR5G_BAND78,631392,,,-770,-110,,285,49.22135004803493,,16.584640467248907,,,,260.8689956331877,,
24/04/03,18:05:38,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213067,234,NR5G_BAND78,631392,,,-770,-110,,235,49.22135039737991,,16.584640956331878,,,,260.825327510917,,
24/04/03,18:05:41,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213067,234,NR5G_BAND78,631392,,,-760,-110,,250,49.22135074672489,,16.584641445414846,,,,260.7816593886463,,
24/04/03,18:05:44,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213067,234,NR5G_BAND78,631392,,,-800,-110,,205,49.22135109606987,,16.584641934497817,,,,260.7379912663756,,
24/04/03,18:05:47,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213067,234,NR5G_BAND78,631392,,,-820,-110,,205,49.22135144541485,,16.584642423580785,,,,260.6943231441048,,
24/04/03,18:05:50,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213067,234,NR5G_BAND78,631392,,,-770,-110,,240,49.22135179475982,,16.584642912663753,,,,260.65065502183404,,
24/04/03,18:05:52,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213067,234,NR5G_BAND78,631392,,,-770,-110,,225,49.2213521441048,,16.584643401746725,,,,260.6069868995633,,
24/04/03,18:05:55,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213067,234,NR5G_BAND78,631392,,,-770,-110,,280,49.22135249344978,,16.584643890829692,,,,260.5633187772926,,
24/04/03,18:05:58,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213067,234,NR5G_BAND78,631392,,,-820,-110,,225,49.22135284279476,,16.584644379912664,,,,260.51965065502185,,
24/04/03,18:06:01,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213067,234,NR5G_BAND78,631392,,,-750,-110,,255,49.22135319213974,,16.584644868995632,,,,260.4759825327511,,
24/04/03,18:06:04,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213067,234,NR5G_BAND78,631392,,,-760,-110,,250,49.22135354148471,,16.584645358078603,,,,260.4323144104804,,
24/04/03,18:06:07,T-Mobile CZ,31.99,NR5G_NSA,Online,230-01,0x6050,155213067,234,NR5G_BAND78,631392,,,-770,-110,,255,49.22135389082969,,16.58464584716157,,,,260.3886462882096,,
