24/04/27,14:54:16,T-Mobile CZ,26.99,LTE,Online,230-01,0x6050,155261809,279,EUTRAN-BAND1,500,5.0,5.0,-123,-917,-595.0,9,49.23209772637649,,16.57201279087538,,,,276.0,,
24/04/27,14:54:19,T-Mobile CZ,28.99,LTE,Online,230-01,0x6050,155261809,279,EUTRAN-BAND1,500,5.0,5.0,-108,-917,-597.0,10,49.23209807183435,,16.572013828686952,,,,275.9888888888889,,
24/04/27,14:54:22,T-Mobile CZ,26.99,LTE,Online,230-01,0x6050,155261809,279,EUTRAN-BAND1,500,5.0,5.0,-118,-919,-594.0,6,49.232098417292214,,16.572014866498524,,,,275.97777777777776,,
24/04/27,14:54:25,T-Mobile CZ,26.99,LTE,Online,230-01,0x6050,155261809,279,EUTRAN-BAND1,500,5.0,5.0,-110,-921,-602.0,9,49.232098762750084,,16.5720159043101,,,,275.96666666666664,,
24/04/27,14:54:28,T-Mobile CZ,26.99,LTE,Online,230-01,0x6050,155261809,279,EUTRAN-BAND1,500,5.0,5.0,-107,-920,-607.0,8,49.23209910820795,,16.57201694212167,,,,275.9555555555556,,
24/04/27,14:54:31,T-Mobile CZ,26.99,LTE,Online,230-01,0x6050,155261809,279,EUTRAN-BAND1,500,5.0,5.0,-102,-909,-603.0,8,49.23209945366581,,16.572017979933243,,,,275.94444444444446,,
24/04/27,14:54:34,T-Mobile CZ,26.99,LTE,Online,230-01,0x6050,155261809,279,EUTRAN-BAND1,500,5.0,5.0,-110,-908,-592.0,9,49.232099799123674,,16.572019017744815,,,,275.93333333333334,,
24/04/27,14:54:37,T-Mobile CZ,26.99,LTE,Online,230-01,0x6050,155261809,279,EUTRAN-BAND1,500,5.0,5.0,-106,-918,-600.0,8,49.232100144581544,,16.57202005555639,,,,275.9222222222222,,
24/04/27,14:54:40,T-Mobile CZ,26.99,LTE,Online,230-01,0x6050,155261809,279,EUTRAN-BAND1,500,5.0,5.0,-113,-907,-588.0,8,49.23210049003941,,16.57202109336796,,,,275.9111111111111,,
24/04/27,14:54:42,T-Mobile CZ,26.99,LTE,Online,230-01,0x6050,155261809,279,EUTRAN-BAND1,500,5.0,5.0,-107,-910,-603.0,9,49.23210083549727,,16.572022131179533,,,,275.9,,
24/04/27,14:54:45,T-Mobile CZ,26.99,LTE,Online,230-01,0x6050,155261809,279,EUTRAN-BAND1,500,5.0,5.0,-137,-908,-561.0,9,49.232101180955134,,16.572023168991105,,,,275.8888888888889,,
