cid;hex;lac;bch;bsic;bts_date;reg;bts_place;bts_lat;bts_lon
3001;BB9;24656;45;37;08.04.2023;BM;Brno - Komín, Absolonova 641/24, panelák;49.22021111;16.55648611
3255;CB7;24646;25;55;09.07.2020;BO;Modřice, U Dálnice 777, Olympia, indoor;49.13715278;16.63304722
3621;E25;24646;44;22;02.05.2020;BO;Modřice, Svratecká 879, SCONTO nábytek;49.13308611;16.63398333
3622;E26;24646;30;39;08.05.2020;BO;Modřice, Svratecká 879, SCONTO nábytek;49.13308611;16.63398333
3630;E2E;24646;46;7;18.06.2021;BO;Modřice, Svratecká 879, SCONTO nábytek, indoor;49.13308611;16.63398333
3727;E8F;24646;27;20;09.07.2020;BO;Modřice, U Dálnice 777, Olympia, +O2, +VDF;49.13715278;16.63304722
4965;1365;24646;12;6;19.05.2020;BO;Šlapanice, K Letišti 1825/1a, hala In Time, indoor;49.16105556;16.69977778
4967;1367;24646;55;27;09.07.2020;BO;Modřice, U Dálnice 777, Olympia, indoor;49.13715278;16.63304722
4973;136D;24646;57;39;09.07.2020;BO;Modřice, U Dálnice 777, Olympia, indoor;49.13715278;16.63304722
6207;183F;18288;648;57;14.12.2011;BO;Zbraslav, Jiráskova 68, rodinný dům, indoor pikocela;49.22269444;16.29430556
6476;194C;18288;650;59;04.10.2012;BO;Modřice, U Dálnice 777, Olympia, Sony, indoor pikocela;49.13715278;16.63304722
6556;199C;18288;650;59;02.11.2012;BO;Podolí 473, Eurom, indoor pikocela;49.18322222;16.69997222
6633;1.90E+10;18298;652;57;04.05.2018;BO;Olomučany 58, Hotel Olberg, indoor pikocela;49.33455556;16.66983056
6677;1A15;18298;750;57;07.08.2018;BO;Zastávka, Stará osada 258, Thermona, indoor pikocela;49.19114167;16.35685278
6893;1AED;18288;652;63;30.12.2018;BO;Blučina, Komenského 625, MAPLAST, indoor pikocela;49.05366389;16.627925
6894;1AEE;18288;654;57;30.12.2018;BO;Blučina, Komenského 625, MAPLAST, indoor pikocela;49.05366389;16.627925
14147;3743;25450;10;49;22.04.2020;BO;Hrušovany u Brna, Jiřího z Poděbrad 26, Botex, +O2, +VDF;49.03286944;16.59333056
14148;3744;25450;26;6;01.05.2020;BO;Hrušovany u Brna, Jiřího z Poděbrad 26, Botex, +O2, +VDF;49.03286944;16.59333056
14149;3745;25450;39;9;01.05.2020;BO;Hrušovany u Brna, Jiřího z Poděbrad 26, Botex, +O2, +VDF;49.03286944;16.59333056
14151;3747;25450;54;30;13.07.2020;BO;Žabčice, hydroglobus v ZD, +O2;49.01374444;16.60171389
14152;3748;25450;11;36;13.07.2020;BO;Žabčice, hydroglobus v ZD, +O2;49.01374444;16.60171389
14153;3749;25450;58;54;02.05.2020;BO;Žabčice, hydroglobus v ZD, +O2;49.01374444;16.60171389
14154;374A;25450;38;20;22.04.2020;BO;Rajhrad, Stará pošta, hydroglobus, +O2;49.08527222;16.58429722
14156;374C;25450;55;26;01.05.2020;BO;Rajhrad, Stará pošta, hydroglobus, +O2;49.08527222;16.58429722
14158;374E;25450;20;30;01.05.2020;BO;Blučina, příhradový stožár v ZD u dálnice, +O2, +VDF;49.05413611;16.66934722
14159;374F;25450;44;39;01.05.2020;BO;Blučina, příhradový stožár v ZD u dálnice, +O2, +VDF;49.05413611;16.66934722
14160;3750;25450;15;61;22.04.2020;BO;Blučina, příhradový stožár v ZD u dálnice, +O2, +VDF;49.05413611;16.66934722
14167;3757;25450;12;33;22.04.2020;BO;Rebešovice, hydroglobus, +O2, +VDF;49.10430833;16.64165556
14168;3758;25450;46;59;22.04.2020;BO;Rebešovice, hydroglobus, +O2, +VDF;49.10430833;16.64165556
14169;3759;25450;31;48;01.05.2020;BO;Rebešovice, hydroglobus, +O2, +VDF;49.10430833;16.64165556
14171;375B;25450;44;60;22.04.2020;BO;Modřice, Poděbradova 581, bytový dům, +O2;49.13164444;16.61278889
14172;375C;25450;40;31;02.05.2020;BO;Modřice, Poděbradova 581, bytový dům, +O2;49.13164444;16.61278889
14173;375D;25450;15;35;02.05.2020;BO;Modřice, Poděbradova 581, bytový dům, +O2;49.13164444;16.61278889
14174;375E;25450;7;30;01.05.2020;BO;Medlov, příhradový stožár JV od obce na kraji pole, +O2;49.02936111;16.533175
14175;375F;25450;38;47;02.05.2020;BO;Medlov, příhradový stožár JV od obce na kraji pole, +O2;49.02936111;16.533175
14176;3760;25450;42;39;01.05.2020;BO;Medlov, příhradový stožár JV od obce na kraji pole, +O2;49.02936111;16.533175
14177;3761;25450;6;38;13.07.2020;BO;Rajhrad, Palackého 135, komín sladovny, +O2;49.08544167;16.60592778
14178;3762;25450;60;55;01.05.2020;BO;Rajhrad, Palackého 135, komín sladovny, +O2;49.08544167;16.60592778
14179;3763;25450;10;7;02.05.2020;BO;Rajhrad, Palackého 135, komín sladovny, +O2;49.08544167;16.60592778
14181;3765;25450;9;9;30.05.2020;BO;Nosislav, TV převaděč nad obcí, +O2;49.01200833;16.66339167
14182;3766;25450;13;22;30.05.2020;BO;Nosislav, TV převaděč nad obcí, +O2;49.01200833;16.66339167
14183;3767;25450;56;26;02.05.2020;BO;Nosislav, TV převaděč nad obcí, +O2;49.01200833;16.66339167
14188;376C;25450;28;17;28.07.2020;BO;Hajany 82, bytový dům, +O2;49.11236944;16.55141111
14191;376F;25440;42;17;31.07.2020;BO;Nové Bránice, příhradový stožár SZ nad obcí, +O2, +VDF;49.07494167;16.42641667
14192;3770;25440;56;43;01.05.2020;BO;Nové Bránice, příhradový stožár SZ nad obcí, +O2, +VDF;49.07494167;16.42641667
14193;3771;25440;26;25;30.05.2020;BO;Nové Bránice, příhradový stožár SZ nad obcí, +O2, +VDF;49.07494167;16.42641667
14194;3772;25450;26;36;01.05.2020;BO;Ledce, příhradový stožár V od sjezdu z D52, +O2;49.05195556;16.54534167
14195;3773;25450;15;46;01.05.2020;BO;Ledce, příhradový stožár V od sjezdu z D52, +O2;49.05195556;16.54534167
14196;3774;25450;38;49;01.05.2020;BO;Ledce, příhradový stožár V od sjezdu z D52, +O2;49.05195556;16.54534167
14197;3775;25400;24;38;25.05.2020;BO;Litostrov, příhradový stožár na SV okraji obce u vodárny, +O2;49.22725556;16.33422778
14199;3777;25400;26;47;30.05.2020;BO;Litostrov, příhradový stožár na SV okraji obce u vodárny, +O2;49.22725556;16.33422778
14200;3778;25420;57;7;30.05.2020;BO;Oslavany, vodárenská věž dolu Nosek, OMNI, +O2;49.12631944;16.34135556
14201;3779;25440;59;3;22.04.2020;BO;Nebovidy, betonový stožár SV od obce, +O2;49.14581944;16.55616944
14203;377B;25440;23;14;17.07.2020;BO;Nebovidy, betonový stožár SV od obce, +O2;49.14581944;16.55616944
14205;377D;25420;52;22;30.05.2020;BO;Čučice, Dlouhé příčky 416 m, příhradový stožár, +O2;49.14685556;16.26613611
14206;377E;25420;56;25;30.05.2020;BO;Čučice, Dlouhé příčky 416 m, příhradový stožár, +O2;49.14685556;16.26613611
14208;3780;25440;8;35;22.04.2020;BO;Ořechov, příhradový stožár na Z okraji obce, +O2;49.11189167;16.51022222
14209;3781;25440;24;51;01.05.2020;BO;Ořechov, příhradový stožár na Z okraji obce, +O2;49.11189167;16.51022222
14214;3786;25440;45;7;30.05.2020;BO;Ivančice, Okružní 851/13, bytovka, +O2;49.10025;16.368
14216;3788;25440;25;11;30.05.2020;BO;Ivančice, Okružní 851/13, bytovka, +O2;49.10025;16.368
14217;3789;25450;53;33;22.04.2020;BO;Holasice, seník v ZD Z od obce, +O2;49.07725278;16.59768056
14218;378A;25450;58;56;01.05.2020;BO;Holasice, seník v ZD Z od obce, +O2;49.07725278;16.59768056
14219;378B;25450;42;52;02.05.2020;BO;Holasice, seník v ZD Z od obce, +O2;49.07725278;16.59768056
14220;378C;25450;21;27;01.05.2020;BO;Rajhradice, Opatovická 93, obecní úřad, OMNI, +O2;49.09152778;16.63369722
14221;378D;25420;31;12;23.04.2020;BO;Rosice, Komenského náměstí 263, policie, +O2;49.18191111;16.38860278
14222;378E;25420;59;22;01.05.2020;BO;Rosice, Komenského náměstí 263, policie, +O2;49.18191111;16.38860278
14223;378F;25420;27;26;17.06.2023;BO;Rosice, Komenského náměstí 263, policie, +O2;49.18191111;16.38860278
14225;3791;25420;47;18;30.05.2020;BO;Kratochvilka 27, hasiči, +O2;49.15783889;16.376825
14226;3792;25420;40;28;27.04.2020;BO;Kratochvilka 27, hasiči, +O2;49.15783889;16.376825
14227;3793;25450;24;5;02.05.2020;BO;Modřice, U Vlečky 678, sklad DARA, +O2;49.12366111;16.60745833
14228;3794;25450;22;13;22.04.2020;BO;Modřice, U Vlečky 678, sklad DARA, +O2;49.12366111;16.60745833
14229;3795;25450;54;20;02.05.2020;BO;Modřice, U Vlečky 678, sklad DARA, +O2;49.12366111;16.60745833
14230;3796;25450;44;25;02.05.2020;BO;Modřice, U Vlečky 678, sklad DARA, +O2;49.12366111;16.60745833
14232;3798;25450;5;43;01.05.2020;BO;Syrovice, silo SZ od obce, +O2;49.08408056;16.54196667
14233;3799;25450;43;4;01.05.2020;BO;Syrovice, silo SZ od obce, +O2;49.08408056;16.54196667
14234;379A;25440;5;29;23.04.2020;BO;Střelice, Vanecká, vodojem, +O2;49.15055;16.47905278
14235;379B;25440;10;36;01.05.2020;BO;Střelice, Vanecká, vodojem, +O2;49.15055;16.47905278
14236;379C;25440;57;48;01.05.2020;BO;Střelice, Vanecká, vodojem, +O2;49.15055;16.47905278
14237;379D;25450;41;49;01.05.2020;BO;Vojkovice, Hlavní 51, Motel Vojkovice, +O2;49.05121389;16.60848611
14238;379E;25450;28;2;01.05.2020;BO;Vojkovice, Hlavní 51, Motel Vojkovice, +O2;49.05121389;16.60848611
14239;379F;25450;37;11;01.05.2020;BO;Vojkovice, Hlavní 51, Motel Vojkovice, +O2;49.05121389;16.60848611
14241;37A1;25450;14;27;01.05.2020;BO;Židlochovice, náměstí Míru 155, panelák, +O2;49.03741667;16.61725
14242;37A2;25450;7;33;30.05.2020;BO;Židlochovice, náměstí Míru 155, panelák, +O2;49.03741667;16.61725
14243;37A3;25450;43;57;01.05.2020;BO;Židlochovice, náměstí Míru 155, panelák, +O2;49.03741667;16.61725
14244;37A4;25420;9;20;01.05.2020;BO;Zastávka, Babická 136, poliklinika, +O2;49.18692222;16.36134167
14245;37A5;25420;22;30;30.05.2020;BO;Zastávka, Babická 136, poliklinika, +O2;49.18692222;16.36134167
14246;37A6;25420;29;39;03.07.2023;BO;Zastávka, Babická 136, poliklinika, +O2;49.18692222;16.36134167
14247;37A7;25420;60;57;01.06.2020;BO;Zbýšov, Sportovní 532, bytový dům, +O2;49.16209444;16.34341944
14248;37A8;25420;53;50;30.05.2020;BO;Zbýšov, Sportovní 532, bytový dům, +O2;49.16209444;16.34341944
14249;37A9;25420;44;5;30.07.2020;BO;Zbýšov, Sportovní 532, bytový dům, +O2;49.16209444;16.34341944
14252;37AC;25450;8;12;02.05.2020;BO;Želešice, 24. dubna 290, bytovka, +O2;49.11878333;16.58959444
14253;37AD;25450;25;23;10.09.2020;BO;Želešice, 24. dubna 290, bytovka, +O2;49.11878333;16.58959444
14255;37AF;25420;21;48;23.04.2020;BO;Rosice, Kaštanová 1171, panelák, +O2;49.18580556;16.37975
14256;37B0;25420;13;5;01.05.2020;BO;Rosice, Kaštanová 1171, panelák, +O2;49.18580556;16.37975
14257;37B1;25420;52;39;23.04.2020;BO;Zakřany, příhradový stožár u I/23, +O2;49.17961111;16.32099722
14258;37B2;25420;13;56;30.05.2020;BO;Zakřany, příhradový stožár u I/23, +O2;49.17961111;16.32099722
14259;37B3;25420;57;52;30.05.2020;BO;Zakřany, příhradový stožár u I/23, +O2;49.17961111;16.32099722
14261;37B5;25420;14;49;30.05.2020;BO;Oslavany, TV převaděč, +O2;49.13238056;16.32441111
14262;37B6;25420;37;0;30.05.2020;BO;Oslavany, TV převaděč, +O2;49.13238056;16.32441111
14263;37B7;25420;40;11;30.05.2020;BO;Oslavany, TV převaděč, +O2;49.13238056;16.32441111
14264;37B8;25420;46;6;23.04.2020;BO;Zbýšov, příhradový stožár, +O2, +VDF;49.16129167;16.333
14265;37B9;25420;23;15;30.05.2020;BO;Zbýšov, příhradový stožár, +O2, +VDF;49.16129167;16.333
14266;37BA;25420;60;43;30.05.2020;BO;Zbýšov, příhradový stožár, +O2, +VDF;49.16129167;16.333
14267;37BB;25450;59;21;22.04.2020;BO;Pravlov, betonový stožár V od obce, +O2;49.05826389;16.49598333
14268;37BC;25450;24;45;17.01.2022;BO;Pravlov, betonový stožár V od obce, +O2;49.05826389;16.49598333
14269;37BD;25450;6;25;01.05.2020;BO;Pravlov, betonový stožár V od obce, +O2;49.05826389;16.49598333
14271;37BF;25440;46;52;01.05.2020;BO;Dolní Kounice, TV převaděč, +O2, +VDF;49.06926111;16.45664167
14272;37C0;25440;8;7;02.05.2020;BO;Dolní Kounice, TV převaděč, +O2, +VDF;49.06926111;16.45664167
14273;37C1;25440;22;15;31.07.2020;BO;Dolní Kounice, TV převaděč, +O2, +VDF;49.06926111;16.45664167
14275;37C3;25420;7;23;01.05.2020;BO;Omice, stožárek u vodárny, +O2;49.17425556;16.44419167
14276;37C4;25420;43;29;23.04.2020;BO;Omice, stožárek u vodárny, +O2;49.17425556;16.44419167
14277;37C5;25440;29;57;30.05.2020;BO;Ivančice, Tomáše Procházky, staré silo, +O2;49.10248889;16.37468333
14278;37C6;25440;39;50;30.05.2020;BO;Ivančice, Tomáše Procházky, staré silo, +O2;49.10248889;16.37468333
14279;37C7;25440;42;3;30.05.2020;BO;Ivančice, Tomáše Procházky, staré silo, +O2;49.10248889;16.37468333
14281;37C9;25440;22;49;24.04.2020;BO;Moravany, Modřická 334/63, betonový stožár za areálem, +O2, +VDF;49.14638056;16.58707222
14282;37CA;25440;43;2;02.05.2020;BO;Moravany, Modřická 334/63, betonový stožár za areálem, +O2, +VDF;49.14638056;16.58707222
14283;37CB;25440;28;13;22.04.2020;BO;Moravany, Modřická 334/63, betonový stožár za areálem, +O2, +VDF;49.14638056;16.58707222
14284;37CC;25440;37;8;27.04.2020;BO;Nebovidy, Nebovid 369 m, příhradová věž, +O2;49.13456667;16.54480833
14285;37CD;25440;12;23;01.05.2020;BO;Nebovidy, Nebovid 369 m, příhradová věž, +O2;49.13456667;16.54480833
14286;37CE;25440;45;24;23.04.2020;BO;Nebovidy, Nebovid 369 m, příhradová věž, +O2;49.13456667;16.54480833
14287;37CF;25450;58;35;01.05.2020;BO;Pohořelice, Loděnická 963, hala DHL, +O2;48.98278889;16.5141
14288;37D0;25450;53;57;17.07.2020;BO;Pohořelice, Loděnická 963, hala DHL, +O2;48.98278889;16.5141
14289;37D1;25450;9;53;02.05.2020;BO;Pohořelice, Loděnická 963, hala DHL, +O2;48.98278889;16.5141
14291;37D3;25450;45;4;01.05.2020;BO;Pohořelice, Vídeňská, hydroglobus, +O2;48.97413333;16.51529444
14292;37D4;25450;43;45;02.05.2020;BO;Pohořelice, Vídeňská, hydroglobus, +O2;48.97413333;16.51529444
14293;37D5;25450;40;9;02.05.2020;BO;Pohořelice, Vídeňská, hydroglobus, +O2;48.97413333;16.51529444
14294;37D6;25450;8;8;30.05.2020;BO;Vranovice, Masarykova 178, ZŠ, +O2;48.96719167;16.60576944
14295;37D7;25450;40;44;10.09.2020;BO;Vranovice, Masarykova 178, ZŠ, +O2;48.96719167;16.60576944
14296;37D8;25450;24;23;02.05.2020;BO;Vranovice, Masarykova 178, ZŠ, +O2;48.96719167;16.60576944
14297;37D9;25450;41;48;02.05.2020;BO;Nová Ves, červený hydroglobus, +O2;48.94102778;16.52869444
14298;37DA;25450;13;47;13.07.2020;BO;Nová Ves, červený hydroglobus, +O2;48.94102778;16.52869444
14299;37DB;25450;10;42;02.05.2020;BO;Nová Ves, červený hydroglobus, +O2;48.94102778;16.52869444
14301;37DD;25450;13;17;01.05.2020;BO;Pohořelice, Brněnská, tubusový stožár naproti čerpací stanice, +O2;48.98851389;16.53803889
14302;37DE;25450;55;27;02.05.2020;BO;Pohořelice, Brněnská, tubusový stožár naproti čerpací stanice, +O2;48.98851389;16.53803889
14303;37DF;25450;21;37;02.05.2020;BO;Pohořelice, Brněnská, tubusový stožár naproti čerpací stanice, +O2;48.98851389;16.53803889
14304;3.70E+01;25450;54;50;17.07.2020;BO;Přibice, hydroglobus, +O2;48.96736667;16.57449722
14305;3.70E+02;25450;15;0;13.07.2020;BO;Přibice, hydroglobus, +O2;48.96736667;16.57449722
14306;3.70E+03;25450;57;9;10.09.2020;BO;Přibice, hydroglobus, +O2;48.96736667;16.57449722
14307;3.70E+04;25450;26;9;10.09.2020;BO;Ivaň 73, ZŠ, +O2;48.92880833;16.574875
14308;3.70E+05;25450;42;17;13.07.2020;BO;Ivaň 73, ZŠ, +O2;48.92880833;16.574875
14309;3.70E+06;25450;56;6;17.07.2020;BO;Ivaň 73, ZŠ, +O2;48.92880833;16.574875
14311;3.70E+08;25420;7;26;23.04.2020;BO;Senorady, Vodanský kopec 398 m, příhradový stožár, +O2;49.13030278;16.26017222
14312;3.70E+09;25420;20;13;23.04.2020;BO;Senorady, Vodanský kopec 398 m, příhradový stožár, +O2;49.13030278;16.26017222
14313;3.70E+10;25420;27;21;10.05.2020;BO;Senorady, Vodanský kopec 398 m, příhradový stožár, +O2;49.13030278;16.26017222
14317;37ED;25440;31;14;01.05.2020;BO;Ivančice, Kobyla 383 m, příhradová věž JV od města, +O2;49.06639167;16.39019167
14318;37EE;25440;29;44;02.05.2020;BO;Ivančice, Kobyla 383 m, příhradová věž JV od města, +O2;49.06639167;16.39019167
14319;37EF;25440;5;17;30.05.2020;BO;Ivančice, Kobyla 383 m, příhradová věž JV od města, +O2;49.06639167;16.39019167
14321;37F1;24666;52;1;25.04.2020;BO;Podolí, D1/203km, příhradový stožár v poli, +O2, +VDF;49.184975;16.71861111
14322;37F2;24666;21;15;22.04.2020;BO;Podolí, D1/203km, příhradový stožár v poli, +O2, +VDF;49.184975;16.71861111
14323;37F3;24666;11;18;25.04.2020;BO;Podolí, D1/203km, příhradový stožár v poli, +O2, +VDF;49.184975;16.71861111
14324;37F4;24666;5;30;22.04.2020;BO;Šlapanice, Brněnská 1572/138, panelák, +O2;49.16926667;16.71751667
14325;37F5;24666;14;32;22.04.2020;BO;Šlapanice, Brněnská 1572/138, panelák, +O2;49.16926667;16.71751667
14326;37F6;24666;55;40;22.04.2020;BO;Šlapanice, Brněnská 1572/138, panelák, +O2;49.16926667;16.71751667
14327;37F7;24666;7;50;22.04.2020;BO;Šlapanice, Karla Čapka, komín firmy Elita, +O2, +VDF;49.16276944;16.72928611
14328;37F8;24666;39;0;22.04.2020;BO;Šlapanice, Karla Čapka, komín firmy Elita, +O2, +VDF;49.16276944;16.72928611
14329;37F9;24666;11;14;22.04.2020;BO;Šlapanice, Karla Čapka, komín firmy Elita, +O2, +VDF;49.16276944;16.72928611
14330;37FA;24666;44;16;22.04.2020;BO;Šlapanice, Karla Čapka, komín firmy Elita, +O2, +VDF;49.16276944;16.72928611
14338;3802;25410;40;13;29.04.2020;BO;Vranov, TV převaděč, +O2, +VDF;49.31128889;16.60196389
14339;3803;25410;37;19;02.05.2020;BO;Vranov, TV převaděč, +O2, +VDF;49.31128889;16.60196389
14344;3808;25450;9;52;22.04.2020;BO;Měnín 38, budova firmy ZZM vedle pošty, +O2;49.08311111;16.69363889
14346;380A;25450;13;4;01.05.2020;BO;Měnín 38, budova firmy ZZM vedle pošty, +O2;49.08311111;16.69363889
14347;380B;25410;45;11;07.05.2020;BO;Babice nad Svitavou, betonový stožár J nad Adamovem, +O2, +VDF;49.28088056;16.66563333
14348;380C;25410;47;20;07.05.2020;BO;Babice nad Svitavou, betonový stožár J nad Adamovem, +O2, +VDF;49.28088056;16.66563333
14349;380D;25410;12;26;07.05.2020;BO;Babice nad Svitavou, betonový stožár J nad Adamovem, +O2, +VDF;49.28088056;16.66563333
14352;3810;25410;30;48;12.07.2020;BO;Hostěnice, betonový stožár SZ nad obcí, +O2, +VDF;49.24502778;16.76450278
14353;3811;25410;40;3;08.06.2020;BO;Hostěnice, betonový stožár SZ nad obcí, +O2, +VDF;49.24502778;16.76450278
14354;3812;25410;58;13;27.04.2020;BO;Kuřim, Záruba 381 m, příhradový stožár, +O2;49.30615278;16.53896944
14355;3813;25410;43;23;27.04.2020;BO;Kuřim, Záruba 381 m, příhradový stožár, +O2;49.30615278;16.53896944
14356;3814;25410;25;30;27.04.2020;BO;Kuřim, Záruba 381 m, příhradový stožár, +O2;49.30615278;16.53896944
14357;3815;25400;57;29;27.04.2020;BO;Veselí, Veselský Chlum 578 m, příhradový stožár, +O2;49.407575;16.38731944
14358;3816;25400;59;35;27.04.2020;BO;Veselí, Veselský Chlum 578 m, příhradový stožár, +O2;49.407575;16.38731944
14359;3817;25400;15;42;17.05.2020;BO;Veselí, Veselský Chlum 578 m, příhradový stožár, +O2;49.407575;16.38731944
14361;3819;25400;13;38;27.04.2020;BO;Deblín, příhradová věž J od obce, +O2;49.31024167;16.33768333
14363;381B;25400;37;57;27.04.2020;BO;Deblín, příhradová věž J od obce, +O2;49.31024167;16.33768333
14364;381C;25400;23;20;27.04.2020;BO;Rozdrojovice, příhradový stožár nad obcí, +O2, +VDF;49.25846389;16.51187222
14365;381D;25400;9;47;27.04.2020;BO;Rozdrojovice, příhradový stožár nad obcí, +O2, +VDF;49.25846389;16.51187222
14366;381E;25400;53;55;22.04.2020;BO;Rozdrojovice, příhradový stožár nad obcí, +O2, +VDF;49.25846389;16.51187222
14367;381F;25450;58;52;22.04.2020;BO;Těšany, Strážky 290 m, příhradový stožár, +O2;49.02971111;16.77019444
14368;3820;25450;11;40;18.05.2020;BO;Těšany, Strážky 290 m, příhradový stožár, +O2;49.02971111;16.77019444
14369;3821;25450;23;1;22.04.2020;BO;Těšany, Strážky 290 m, příhradový stožár, +O2;49.02971111;16.77019444
14372;3824;25400;53;0;23.04.2020;BO;Troubsko, Jihlavská 320/2, tyče u budovy, +O2;49.17615833;16.51054444
14373;3825;25400;29;14;23.04.2020;BO;Troubsko, Jihlavská 320/2, tyče u budovy, +O2;49.17615833;16.51054444
14374;3826;25400;54;11;23.04.2020;BO;Javůrek, příhradový stožár na okraji obce, +O2;49.25243611;16.36264167
14375;3827;25400;15;21;23.04.2020;BO;Javůrek, příhradový stožár na okraji obce, +O2;49.25243611;16.36264167
14376;3828;25400;9;25;25.04.2020;BO;Javůrek, příhradový stožár na okraji obce, +O2;49.25243611;16.36264167
14377;3829;25400;57;30;23.04.2020;BO;Ostrovačice, příhradový stožár mezi D1 a I/23, +O2;49.19334444;16.43044167
14379;382B;25400;36;35;23.04.2020;BO;Ostrovačice, příhradový stožár mezi D1 a I/23, +O2;49.19334444;16.43044167
14381;382D;25410;54;38;07.05.2020;BO;Bílovice nad Svitavou, Šebelova 679, bytovka, +O2;49.25013611;16.66819167
14382;382E;25410;24;42;07.05.2020;BO;Bílovice nad Svitavou, Šebelova 679, bytovka, +O2;49.25013611;16.66819167
14383;382F;25410;37;55;07.05.2020;BO;Bílovice nad Svitavou, Šebelova 679, bytovka, +O2;49.25013611;16.66819167
14384;3830;24666;57;1;22.04.2020;BO;Šlapanice, K Letišti 1792/1, hala Toptrans, +O2;49.16065833;16.70349722
14385;3831;24666;15;8;01.05.2020;BO;Šlapanice, K Letišti 1792/1, hala Toptrans, +O2;49.16065833;16.70349722
14386;3832;24666;38;17;22.04.2020;BO;Šlapanice, K Letišti 1792/1, hala Toptrans, +O2;49.16065833;16.70349722
14387;3833;25400;54;32;17.05.2020;BO;Žďárec, Víckov 538 m, příhradový stožár, +O2, +VDF;49.38974444;16.26600556
14388;3834;25400;9;46;17.05.2020;BO;Žďárec, Víckov 538 m, příhradový stožár, +O2, +VDF;49.38974444;16.26600556
14389;3835;25400;44;50;09.05.2020;BO;Žďárec, Víckov 538 m, příhradový stožár, +O2, +VDF;49.38974444;16.26600556
14390;3836;25400;26;1;12.07.2020;BO;Žďárec, Víckov 538 m, příhradový stožár, +O2, +VDF;49.38974444;16.26600556
14391;3837;25450;37;30;22.04.2020;BO;Sokolnice, Masarykova 20, ZŠ, +O2;49.11384444;16.72161111
14392;3838;25450;11;39;22.04.2020;BO;Sokolnice, Masarykova 20, ZŠ, +O2;49.11384444;16.72161111
14393;3839;25450;5;56;22.04.2020;BO;Sokolnice, Masarykova 20, ZŠ, +O2;49.11384444;16.72161111
14394;383A;24666;6;34;01.05.2020;BO;Kobylnice, Na Budínku 240, obecní úřad, +O2;49.13761111;16.73383333
14395;383B;24666;58;58;22.04.2020;BO;Kobylnice, Na Budínku 240, obecní úřad, +O2;49.13761111;16.73383333
14396;383C;24666;20;52;22.04.2020;BO;Kobylnice, Na Budínku 240, obecní úřad, +O2;49.13761111;16.73383333
14397;383D;24666;54;1;22.04.2020;BO;Blažovice, kostel, +O2, +VDF;49.16310833;16.78503333
14398;383E;24666;20;12;22.04.2020;BO;Blažovice, kostel, +O2, +VDF;49.16310833;16.78503333
14399;383F;24666;37;18;22.04.2020;BO;Blažovice, kostel, +O2, +VDF;49.16310833;16.78503333
14400;3840;24666;60;28;22.04.2020;BO;Blažovice, kostel, +O2, +VDF;49.16310833;16.78503333
14402;3842;25410;46;6;02.05.2020;BO;Kuřim, K AMP 1293, Tyco Electronics, +O2, +VDF;49.31348611;16.54985278
14403;3843;25410;60;11;02.05.2020;BO;Kuřim, K AMP 1293, Tyco Electronics, +O2, +VDF;49.31348611;16.54985278
14404;3844;25410;6;48;01.05.2020;BO;Ochoz u Brna, betonový stožár JZ nad obcí, +O2;49.24530833;16.71315833
14405;3845;25410;56;4;01.05.2020;BO;Ochoz u Brna, betonový stožár JZ nad obcí, +O2;49.24530833;16.71315833
14406;3846;25410;28;14;07.05.2020;BO;Ochoz u Brna, betonový stožár JZ nad obcí, +O2;49.24530833;16.71315833
14407;3847;24666;11;19;22.04.2020;BO;Prace, Ponětovská 129, obecní úřad, +O2, +VDF;49.14106389;16.76514167
14408;3848;24666;8;28;22.04.2020;BO;Prace, Ponětovská 129, obecní úřad, +O2, +VDF;49.14106389;16.76514167
14409;3849;24666;43;38;22.04.2020;BO;Prace, Ponětovská 129, obecní úřad, +O2, +VDF;49.14106389;16.76514167
14412;384C;25400;39;11;22.04.2020;BO;Ostopovice, Osvobození 257/5, bytovka, +O2;49.16387222;16.54106389
14413;384D;25400;42;18;23.04.2020;BO;Ostopovice, Osvobození 257/5, bytovka, +O2;49.16387222;16.54106389
14415;384F;24666;5;34;22.04.2020;BO;Jiříkovice, Rohlenka 24, D1/207km, motorest, +O2;49.18403889;16.76163333
14416;3850;24666;36;46;22.04.2020;BO;Jiříkovice, Rohlenka 24, D1/207km, motorest, +O2;49.18403889;16.76163333
14417;3851;24666;15;41;22.04.2020;BO;Pozořice, Horní kopec 291, hostinec, +O2;49.21246667;16.79505556
14418;3852;24666;27;51;22.04.2020;BO;Pozořice, Horní kopec 291, hostinec, +O2;49.21246667;16.79505556
14419;3853;24666;45;1;22.04.2020;BO;Pozořice, Horní kopec 291, hostinec, +O2;49.21246667;16.79505556
14421;3855;25400;44;27;27.04.2020;BO;Předklášteří, komín papírny, +O2;49.35189722;16.40894167
14422;3856;25400;8;37;17.05.2020;BO;Předklášteří, komín papírny, +O2;49.35189722;16.40894167
14423;3857;25400;56;45;17.05.2020;BO;Předklášteří, komín papírny, +O2;49.35189722;16.40894167
14424;3858;24666;59;2;30.05.2020;BO;Tvarožná 176, ZŠ, +O2, +VDF;49.18994444;16.77481667
14426;385A;24666;15;10;22.04.2020;BO;Tvarožná 176, ZŠ, +O2, +VDF;49.18994444;16.77481667
14427;385B;25400;55;13;22.04.2020;BO;Troubsko, kostel, +O2;49.16553056;16.51734167
